"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0003208","BP","GO:0003208","cardiac ventricle morphogenesis","1/34","81/29008",0.0907419309703508,0.18717819364127,0.136315920166412,"Tgfb2",1
"GO:0003407","BP","GO:0003407","neural retina development","1/34","81/29008",0.0907419309703508,0.18717819364127,0.136315920166412,"Tgfb2",1
"GO:0014855","BP","GO:0014855","striated muscle cell proliferation","1/34","82/29008",0.0918106478904256,0.188185871911779,0.137049780174375,"Tgfb2",1
"GO:0022406","BP","GO:0022406","membrane docking","1/34","82/29008",0.0918106478904256,0.188185871911779,0.137049780174375,"Stx6",1
"GO:0051279","BP","GO:0051279","regulation of release of sequestered calcium ion into cytosol","1/34","82/29008",0.0918106478904256,0.188185871911779,0.137049780174375,"Tgfb2",1
"GO:0033674","BP","GO:0033674","positive regulation of kinase activity","2/34","435/29008",0.0919691503553149,0.188185871911779,0.137049780174375,"Tgfb2/Adra2a",2
"GO:0042147","BP","GO:0042147","retrograde transport, endosome to Golgi","1/34","83/29008",0.092878145573193,0.189285660678167,0.137850721324423,"Stx6",1
"GO:1902893","BP","GO:1902893","regulation of pri-miRNA transcription by RNA polymerase II","1/34","83/29008",0.092878145573193,0.189285660678167,0.137850721324423,"Tgfb2",1
"GO:0032729","BP","GO:0032729","positive regulation of interferon-gamma production","1/34","84/29008",0.0939444253675065,0.190580056898757,0.138793388888615,"Arid5a",1
"GO:0061178","BP","GO:0061178","regulation of insulin secretion involved in cellular response to glucose stimulus","1/34","84/29008",0.0939444253675065,0.190580056898757,0.138793388888615,"Adra2a",1
"GO:0010959","BP","GO:0010959","regulation of metal ion transport","2/34","443/29008",0.0948445660957705,0.190580056898757,0.138793388888615,"Tgfb2/Scn3b",2
"GO:0010921","BP","GO:0010921","regulation of phosphatase activity","1/34","85/29008",0.0950094886207736,0.190580056898757,0.138793388888615,"Tgfb2",1
"GO:0043525","BP","GO:0043525","positive regulation of neuron apoptotic process","1/34","85/29008",0.0950094886207736,0.190580056898757,0.138793388888615,"Tgfb2",1
"GO:0051899","BP","GO:0051899","membrane depolarization","1/34","85/29008",0.0950094886207736,0.190580056898757,0.138793388888615,"Scn3b",1
"GO:0060191","BP","GO:0060191","regulation of lipase activity","1/34","85/29008",0.0950094886207736,0.190580056898757,0.138793388888615,"Plin5",1
"GO:0061614","BP","GO:0061614","pri-miRNA transcription by RNA polymerase II","1/34","85/29008",0.0950094886207736,0.190580056898757,0.138793388888615,"Tgfb2",1
"GO:0001667","BP","GO:0001667","ameboidal-type cell migration","2/34","444/29008",0.0952058584723243,0.190598761853239,0.138807011111547,"Tgfb2/Gna12",2
"GO:0019229","BP","GO:0019229","regulation of vasoconstriction","1/34","86/29008",0.096073336678959,0.190835731142026,0.138979588301357,"Adra2a",1
"GO:0030168","BP","GO:0030168","platelet activation","1/34","86/29008",0.096073336678959,0.190835731142026,0.138979588301357,"Adra2a",1
"GO:0060415","BP","GO:0060415","muscle tissue morphogenesis","1/34","86/29008",0.096073336678959,0.190835731142026,0.138979588301357,"Tgfb2",1
"GO:2000300","BP","GO:2000300","regulation of synaptic vesicle exocytosis","1/34","86/29008",0.096073336678959,0.190835731142026,0.138979588301357,"Adra2a",1
"GO:0046888","BP","GO:0046888","negative regulation of hormone secretion","1/34","87/29008",0.0971359708865833,0.192059775519914,0.139871020857951,"Adra2a",1
"GO:0060411","BP","GO:0060411","cardiac septum morphogenesis","1/34","87/29008",0.0971359708865833,0.192059775519914,0.139871020857951,"Tgfb2",1
"GO:0001558","BP","GO:0001558","regulation of cell growth","2/34","450/29008",0.0973821720405396,0.192059775519914,0.139871020857951,"Ulk1/Tgfb2",2
"GO:0043254","BP","GO:0043254","regulation of protein-containing complex assembly","2/34","451/29008",0.0977463046420018,0.192059775519914,0.139871020857951,"Arpc1b/Ulk1",2
"GO:0003151","BP","GO:0003151","outflow tract morphogenesis","1/34","88/29008",0.0981973925867273,0.192059775519914,0.139871020857951,"Tgfb2",1
"GO:0003281","BP","GO:0003281","ventricular septum development","1/34","88/29008",0.0981973925867273,0.192059775519914,0.139871020857951,"Tgfb2",1
"GO:0006637","BP","GO:0006637","acyl-CoA metabolic process","1/34","88/29008",0.0981973925867273,0.192059775519914,0.139871020857951,"Far1",1
"GO:0035383","BP","GO:0035383","thioester metabolic process","1/34","88/29008",0.0981973925867273,0.192059775519914,0.139871020857951,"Far1",1
"GO:0008593","BP","GO:0008593","regulation of Notch signaling pathway","1/34","89/29008",0.0992576031210304,0.193021941947195,0.140571736039225,"Tgfb2",1
"GO:0015914","BP","GO:0015914","phospholipid transport","1/34","89/29008",0.0992576031210304,0.193021941947195,0.140571736039225,"Osbpl5",1
"GO:0019915","BP","GO:0019915","lipid storage","1/34","89/29008",0.0992576031210304,0.193021941947195,0.140571736039225,"Plin5",1
"GO:0044272","BP","GO:0044272","sulfur compound biosynthetic process","1/34","90/29008",0.100316603829696,0.194709751052305,0.141800913684081,"Csgalnact1",1
"GO:0030203","BP","GO:0030203","glycosaminoglycan metabolic process","1/34","91/29008",0.101374396051488,0.196388801476171,0.143023712660194,"Csgalnact1",1
"GO:1900182","BP","GO:1900182","positive regulation of protein localization to nucleus","1/34","92/29008",0.102430981123737,0.198059145664304,0.144240171161959,"Tgfb2",1
"GO:0042391","BP","GO:0042391","regulation of membrane potential","2/34","465/29008",0.102885567183067,0.198561350302169,0.144605910813521,"Kctd7/Scn3b",2
"GO:0010717","BP","GO:0010717","regulation of epithelial to mesenchymal transition","1/34","93/29008",0.103486360382342,0.198967172131332,0.144901457933567,"Tgfb2",1
"GO:0032651","BP","GO:0032651","regulation of interleukin-1 beta production","1/34","93/29008",0.103486360382342,0.198967172131332,0.144901457933567,"S1pr3",1
"GO:0002532","BP","GO:0002532","production of molecular mediator involved in inflammatory response","1/34","94/29008",0.104540535161764,0.199488399494078,0.145281051230127,"Chid1",1
"GO:0014910","BP","GO:0014910","regulation of smooth muscle cell migration","1/34","94/29008",0.104540535161764,0.199488399494078,0.145281051230127,"Gna12",1
"GO:0035773","BP","GO:0035773","insulin secretion involved in cellular response to glucose stimulus","1/34","94/29008",0.104540535161764,0.199488399494078,0.145281051230127,"Adra2a",1
"GO:0048644","BP","GO:0048644","muscle organ morphogenesis","1/34","94/29008",0.104540535161764,0.199488399494078,0.145281051230127,"Tgfb2",1
"GO:0000045","BP","GO:0000045","autophagosome assembly","1/34","95/29008",0.105593506795039,0.20112109051242,0.146470088126911,"Ulk1",1
"GO:0001570","BP","GO:0001570","vasculogenesis","1/34","96/29008",0.10664527661377,0.202745404607148,0.147653024376881,"Tiparp",1
"GO:0002028","BP","GO:0002028","regulation of sodium ion transport","1/34","97/29008",0.107695845948134,0.203603092803615,0.148277651388408,"Scn3b",1
"GO:0051781","BP","GO:0051781","positive regulation of cell division","1/34","97/29008",0.107695845948134,0.203603092803615,0.148277651388408,"Tgfb2",1
"GO:0070252","BP","GO:0070252","actin-mediated cell contraction","1/34","97/29008",0.107695845948134,0.203603092803615,0.148277651388408,"Scn3b",1
"GO:0030838","BP","GO:0030838","positive regulation of actin filament polymerization","1/34","98/29008",0.108745216126881,0.204449031795742,0.148893721828416,"Arpc1b",1
"GO:0062014","BP","GO:0062014","negative regulation of small molecule metabolic process","1/34","98/29008",0.108745216126881,0.204449031795742,0.148893721828416,"Plin5",1
"GO:1904063","BP","GO:1904063","negative regulation of cation transmembrane transport","1/34","98/29008",0.108745216126881,0.204449031795742,0.148893721828416,"Tgfb2",1
"GO:0032611","BP","GO:0032611","interleukin-1 beta production","1/34","99/29008",0.109793388477337,0.205660777313247,0.149776197516491,"S1pr3",1
"GO:0044264","BP","GO:0044264","cellular polysaccharide metabolic process","1/34","99/29008",0.109793388477337,0.205660777313247,0.149776197516491,"Csgalnact1",1
"GO:0060537","BP","GO:0060537","muscle tissue development","2/34","486/29008",0.110733471760507,0.20648323811259,0.150375169536052,"Tgfb2/Tiparp",2
"GO:0009062","BP","GO:0009062","fatty acid catabolic process","1/34","100/29008",0.110840364325404,0.20648323811259,0.150375169536052,"Plin5",1
"GO:0016241","BP","GO:0016241","regulation of macroautophagy","1/34","100/29008",0.110840364325404,0.20648323811259,0.150375169536052,"Ulk1",1
"GO:0007409","BP","GO:0007409","axonogenesis","2/34","487/29008",0.111111168415008,0.206610001122068,0.150467487000731,"Ulk1/Tgfb2",2
"GO:0010256","BP","GO:0010256","endomembrane system organization","2/34","488/29008",0.111489217582964,0.206918297187801,0.150692009211714,"Tgfb2/Stx6",2
"GO:0007200","BP","GO:0007200","phospholipase C-activating G protein-coupled receptor signaling pathway","1/34","101/29008",0.111886144995563,0.206918297187801,0.150692009211714,"Adra2a",1
"GO:1905037","BP","GO:1905037","autophagosome organization","1/34","101/29008",0.111886144995563,0.206918297187801,0.150692009211714,"Ulk1",1
"GO:0019217","BP","GO:0019217","regulation of fatty acid metabolic process","1/34","102/29008",0.112930731810872,0.20809478429526,0.151548807322099,"Plin5",1
"GO:0060395","BP","GO:0060395","SMAD protein signal transduction","1/34","102/29008",0.112930731810872,0.20809478429526,0.151548807322099,"Tgfb2",1
"GO:0007173","BP","GO:0007173","epidermal growth factor receptor signaling pathway","1/34","103/29008",0.113974126092974,0.208822416456421,0.152078718663061,"Adra2a",1
"GO:0014066","BP","GO:0014066","regulation of phosphatidylinositol 3-kinase signaling","1/34","103/29008",0.113974126092974,0.208822416456421,0.152078718663061,"Tgfb2",1
"GO:0014909","BP","GO:0014909","smooth muscle cell migration","1/34","103/29008",0.113974126092974,0.208822416456421,0.152078718663061,"Gna12",1
"GO:0006820","BP","GO:0006820","anion transport","2/34","495/29008",0.114145324795119,0.208822416456421,0.152078718663061,"Slco3a1/Clcn4",2
"GO:0034765","BP","GO:0034765","regulation of ion transmembrane transport","2/34","497/29008",0.114907312546675,0.209663040100484,0.152690918104273,"Tgfb2/Scn3b",2
"GO:0070227","BP","GO:0070227","lymphocyte apoptotic process","1/34","104/29008",0.115016329162091,0.209663040100484,0.152690918104273,"Tgfb2",1
"GO:0001819","BP","GO:0001819","positive regulation of cytokine production","2/34","500/29008",0.116052839573538,0.210806473870651,0.153523644521263,"Arid5a/Adra2a",2
"GO:0032006","BP","GO:0032006","regulation of TOR signaling","1/34","105/29008",0.116057342337032,0.210806473870651,0.153523644521263,"Gna12",1
"GO:0006821","BP","GO:0006821","chloride transport","1/34","106/29008",0.117097166935189,0.210824096429972,0.153536478470255,"Clcn4",1
"GO:0046889","BP","GO:0046889","positive regulation of lipid biosynthetic process","1/34","106/29008",0.117097166935189,0.210824096429972,0.153536478470255,"Plin5",1
"GO:1903008","BP","GO:1903008","organelle disassembly","1/34","106/29008",0.117097166935189,0.210824096429972,0.153536478470255,"Ulk1",1
"GO:0006576","BP","GO:0006576","cellular biogenic amine metabolic process","1/34","107/29008",0.118135804272543,0.210824096429972,0.153536478470255,"Tgfb2",1
"GO:0030004","BP","GO:0030004","cellular monovalent inorganic cation homeostasis","1/34","107/29008",0.118135804272543,0.210824096429972,0.153536478470255,"Kctd7",1
"GO:0033555","BP","GO:0033555","multicellular organismal response to stress","1/34","107/29008",0.118135804272543,0.210824096429972,0.153536478470255,"Adra2a",1
"GO:0034766","BP","GO:0034766","negative regulation of ion transmembrane transport","1/34","107/29008",0.118135804272543,0.210824096429972,0.153536478470255,"Tgfb2",1
"GO:0006022","BP","GO:0006022","aminoglycan metabolic process","1/34","108/29008",0.119173255663662,0.210824096429972,0.153536478470255,"Csgalnact1",1
"GO:0031058","BP","GO:0031058","positive regulation of histone modification","1/34","108/29008",0.119173255663662,0.210824096429972,0.153536478470255,"Arid5a",1
"GO:0048145","BP","GO:0048145","regulation of fibroblast proliferation","1/34","108/29008",0.119173255663662,0.210824096429972,0.153536478470255,"Dach1",1
"GO:0060349","BP","GO:0060349","bone morphogenesis","1/34","108/29008",0.119173255663662,0.210824096429972,0.153536478470255,"Csgalnact1",1
"GO:0006906","BP","GO:0006906","vesicle fusion","1/34","109/29008",0.120209522421705,0.210824096429972,0.153536478470255,"Stx6",1
"GO:0032755","BP","GO:0032755","positive regulation of interleukin-6 production","1/34","109/29008",0.120209522421705,0.210824096429972,0.153536478470255,"Arid5a",1
"GO:0042310","BP","GO:0042310","vasoconstriction","1/34","109/29008",0.120209522421705,0.210824096429972,0.153536478470255,"Adra2a",1
"GO:0000041","BP","GO:0000041","transition metal ion transport","1/34","110/29008",0.121244605858421,0.210824096429972,0.153536478470255,"Slc39a3",1
"GO:0002027","BP","GO:0002027","regulation of heart rate","1/34","110/29008",0.121244605858421,0.210824096429972,0.153536478470255,"Scn3b",1
"GO:0002526","BP","GO:0002526","acute inflammatory response","1/34","110/29008",0.121244605858421,0.210824096429972,0.153536478470255,"Adra2a",1
"GO:0005976","BP","GO:0005976","polysaccharide metabolic process","1/34","110/29008",0.121244605858421,0.210824096429972,0.153536478470255,"Csgalnact1",1
"GO:0006275","BP","GO:0006275","regulation of DNA replication","1/34","110/29008",0.121244605858421,0.210824096429972,0.153536478470255,"Dach1",1
"GO:0016525","BP","GO:0016525","negative regulation of angiogenesis","1/34","110/29008",0.121244605858421,0.210824096429972,0.153536478470255,"Tgfb2",1
"GO:0032760","BP","GO:0032760","positive regulation of tumor necrosis factor production","1/34","110/29008",0.121244605858421,0.210824096429972,0.153536478470255,"Arid5a",1
"GO:0033865","BP","GO:0033865","nucleoside bisphosphate metabolic process","1/34","110/29008",0.121244605858421,0.210824096429972,0.153536478470255,"Far1",1
"GO:0033875","BP","GO:0033875","ribonucleoside bisphosphate metabolic process","1/34","110/29008",0.121244605858421,0.210824096429972,0.153536478470255,"Far1",1
"GO:0034032","BP","GO:0034032","purine nucleoside bisphosphate metabolic process","1/34","110/29008",0.121244605858421,0.210824096429972,0.153536478470255,"Far1",1
"GO:0048024","BP","GO:0048024","regulation of mRNA splicing, via spliceosome","1/34","110/29008",0.121244605858421,0.210824096429972,0.153536478470255,"Nova1",1
"GO:0002709","BP","GO:0002709","regulation of T cell mediated immunity","1/34","111/29008",0.122278507284154,0.210824096429972,0.153536478470255,"Arid5a",1
"GO:0006641","BP","GO:0006641","triglyceride metabolic process","1/34","111/29008",0.122278507284154,0.210824096429972,0.153536478470255,"Plin5",1
"GO:0010522","BP","GO:0010522","regulation of calcium ion transport into cytosol","1/34","111/29008",0.122278507284154,0.210824096429972,0.153536478470255,"Tgfb2",1
"GO:0048144","BP","GO:0048144","fibroblast proliferation","1/34","111/29008",0.122278507284154,0.210824096429972,0.153536478470255,"Dach1",1
"GO:0019395","BP","GO:0019395","fatty acid oxidation","1/34","112/29008",0.123311228007839,0.210824096429972,0.153536478470255,"Plin5",1
"GO:0021549","BP","GO:0021549","cerebellum development","1/34","112/29008",0.123311228007839,0.210824096429972,0.153536478470255,"Ulk1",1
"GO:0060840","BP","GO:0060840","artery development","1/34","112/29008",0.123311228007839,0.210824096429972,0.153536478470255,"Tgfb2",1
"GO:1903557","BP","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","1/34","112/29008",0.123311228007839,0.210824096429972,0.153536478470255,"Arid5a",1
"GO:2000106","BP","GO:2000106","regulation of leukocyte apoptotic process","1/34","112/29008",0.123311228007839,0.210824096429972,0.153536478470255,"Tgfb2",1
"GO:2000181","BP","GO:2000181","negative regulation of blood vessel morphogenesis","1/34","112/29008",0.123311228007839,0.210824096429972,0.153536478470255,"Tgfb2",1
"GO:0001843","BP","GO:0001843","neural tube closure","1/34","113/29008",0.12434276933701,0.210824096429972,0.153536478470255,"Tgfb2",1
